"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","DECIMALS_DISPLAYED","UNIT","OVERLAP","COUNTRY_COVERAGE","TIME_COVERAGE","DOI","FULL_DESCRIPTION","AUTHOR","PUBLISHER","DEPARTMENT","CONTACT_POINT","TOPIC","TOPIC_DATASET","KEYWORDS","KEYWORDS_DATASET","LANGUAGE","PUBLICATION_DATE","UPDATE_DATE","METHODOLOGY","METHODOLOGY_NOTES","ACCESS_SHARING_LEVEL","ACCESS_SHARING_NOTES","SECURITY_CLASSIFICATION","SHORT_SOURCE_CITATION","FULL_SOURCE_CITATION","LICENSE","SUGGESTED_CITATION","KEY_INDICATOR","SERIES_NAME","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"IMF.STA:NDGAIN(1.0.1)","MUS.NDGAIN_IX.A","OBS_VALUE","Mauritius","IMF-Adapted ND-GAIN Index","Annual","Units","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Vulnerability; Adaptation; Readiness; Resilience","English","2026-07-10T18:00:56.194184600Z","2026-07-10T18:00:56.250519100Z","","","Public (Unrestricted)","","Public or Unrestricted","","ND-GAIN.https://gain.nd.edu/our-work/country-index/download-data/; Findex - The Global Findex Database 2021. https://www.worldbank.org/en/publication/globalfindex; Worldwide Governance Indicators. https://info.worldbank.org/governance/wgi/; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. IMF-Adapted ND-GAIN Index,  https://data.imf.org/en/datasets/IMF.STA:NDGAIN. Accessed on [current date].","","","0.553509114","0.551185368","0.546201976","0.547741413","0.546368737","0.565913355","0.564208513","0.5623566","0.562509817","0.560515494"
"IMF.STA:NDGAIN(1.0.1)","MUS.RSS_NUM.A","OBS_VALUE","Mauritius","Readiness score, Social","Annual","Units","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Vulnerability; Adaptation; Readiness; Resilience","English","2026-07-10T18:00:56.194184600Z","2026-07-10T18:00:56.250519100Z","","","Public (Unrestricted)","","Public or Unrestricted","","ND-GAIN.https://gain.nd.edu/our-work/country-index/download-data/; Findex - The Global Findex Database 2021. https://www.worldbank.org/en/publication/globalfindex; Worldwide Governance Indicators. https://info.worldbank.org/governance/wgi/; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. IMF-Adapted ND-GAIN Index,  https://data.imf.org/en/datasets/IMF.STA:NDGAIN. Accessed on [current date].","","","0.316443106","0.321128487","0.327266793","0.34738623","0.345095319","0.351894737","0.356784656","0.359921352","0.363202206","0.363202206"
"IMF.STA:NDGAIN(1.0.1)","FSM.RS_NUM.A","OBS_VALUE","Micronesia, Federated States of","IMF-Adapted Readiness score","Annual","Units","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Vulnerability; Adaptation; Readiness; Resilience","English","2026-07-10T18:00:56.194184600Z","2026-07-10T18:00:56.250519100Z","","","Public (Unrestricted)","","Public or Unrestricted","","ND-GAIN.https://gain.nd.edu/our-work/country-index/download-data/; Findex - The Global Findex Database 2021. https://www.worldbank.org/en/publication/globalfindex; Worldwide Governance Indicators. https://info.worldbank.org/governance/wgi/; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. IMF-Adapted ND-GAIN Index,  https://data.imf.org/en/datasets/IMF.STA:NDGAIN. Accessed on [current date].","","","0.38311615","0.389794745","0.41175075","0.413709599","0.407002568","0.42412246","0.427840897","0.415142636","0.418064759","0.410663736"
"IMF.STA:NDGAIN(1.0.1)","MLI.NDGAIN_IX.A","OBS_VALUE","Mali","IMF-Adapted ND-GAIN Index","Annual","Units","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Vulnerability; Adaptation; Readiness; Resilience","English","2026-07-10T18:00:56.194184600Z","2026-07-10T18:00:56.250519100Z","","","Public (Unrestricted)","","Public or Unrestricted","","ND-GAIN.https://gain.nd.edu/our-work/country-index/download-data/; Findex - The Global Findex Database 2021. https://www.worldbank.org/en/publication/globalfindex; Worldwide Governance Indicators. https://info.worldbank.org/governance/wgi/; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. IMF-Adapted ND-GAIN Index,  https://data.imf.org/en/datasets/IMF.STA:NDGAIN. Accessed on [current date].","","","0.349237295","0.356742763","0.362619777","0.363141565","0.367814229","0.378372801","0.376182344","0.371413027","0.368142486","0.365594157"
"IMF.STA:NDGAIN(1.0.1)","MLT.VSH_NUM.A","OBS_VALUE","Malta","Vulnerability score, Habitat","Annual","Units","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Vulnerability; Adaptation; Readiness; Resilience","English","2026-07-10T18:00:56.194184600Z","2026-07-10T18:00:56.250519100Z","","","Public (Unrestricted)","","Public or Unrestricted","","ND-GAIN.https://gain.nd.edu/our-work/country-index/download-data/; Findex - The Global Findex Database 2021. https://www.worldbank.org/en/publication/globalfindex; Worldwide Governance Indicators. https://info.worldbank.org/governance/wgi/; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. IMF-Adapted ND-GAIN Index,  https://data.imf.org/en/datasets/IMF.STA:NDGAIN. Accessed on [current date].","","","0.502502836","0.506555202","0.507725621","0.507509912","0.497348171","0.48763641","0.479907622","0.473578258","0.475622286","0.475622286"
"IMF.STA:NDGAIN(1.0.1)","FSM.VSF_NUM.A","OBS_VALUE","Micronesia, Federated States of","Vulnerability score, Food","Annual","Units","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Vulnerability; Adaptation; Readiness; Resilience","English","2026-07-10T18:00:56.194184600Z","2026-07-10T18:00:56.250519100Z","","","Public (Unrestricted)","","Public or Unrestricted","","ND-GAIN.https://gain.nd.edu/our-work/country-index/download-data/; Findex - The Global Findex Database 2021. https://www.worldbank.org/en/publication/globalfindex; Worldwide Governance Indicators. https://info.worldbank.org/governance/wgi/; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. IMF-Adapted ND-GAIN Index,  https://data.imf.org/en/datasets/IMF.STA:NDGAIN. Accessed on [current date].","","","0.619818053","0.619754084","0.619577339","0.619372573","0.618677002","0.618676929","0.618455475","0.618134317","0.617785137","0.617785137"
"IMF.STA:NDGAIN(1.0.1)","MHL.RSE_NUM.A","OBS_VALUE","Marshall Islands, Republic of the","Readiness score, IMF-Adapted Economic","Annual","Units","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Vulnerability; Adaptation; Readiness; Resilience","English","2026-07-10T18:00:56.194184600Z","2026-07-10T18:00:56.250519100Z","","","Public (Unrestricted)","","Public or Unrestricted","","ND-GAIN.https://gain.nd.edu/our-work/country-index/download-data/; Findex - The Global Findex Database 2021. https://www.worldbank.org/en/publication/globalfindex; Worldwide Governance Indicators. https://info.worldbank.org/governance/wgi/; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. IMF-Adapted ND-GAIN Index,  https://data.imf.org/en/datasets/IMF.STA:NDGAIN. Accessed on [current date].","","","0.425861867","0.426016304","0.426066457","0.421951193","0.422219557","0.448372529","0.448827351","0.459190375","0.459387292","0.431567901"
"IMF.STA:NDGAIN(1.0.1)","MLI.VSW_NUM.A","OBS_VALUE","Mali","Vulnerability score, Water","Annual","Units","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Vulnerability; Adaptation; Readiness; Resilience","English","2026-07-10T18:00:56.194184600Z","2026-07-10T18:00:56.250519100Z","","","Public (Unrestricted)","","Public or Unrestricted","","ND-GAIN.https://gain.nd.edu/our-work/country-index/download-data/; Findex - The Global Findex Database 2021. https://www.worldbank.org/en/publication/globalfindex; Worldwide Governance Indicators. https://info.worldbank.org/governance/wgi/; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. IMF-Adapted ND-GAIN Index,  https://data.imf.org/en/datasets/IMF.STA:NDGAIN. Accessed on [current date].","","","0.471246306","0.472414462","0.473553664","0.47463572","0.475649021","0.476631993","0.477599083","0.478521649","0.478521649","0.478521649"
"IMF.STA:NDGAIN(1.0.1)","MRT.VSF_NUM.A","OBS_VALUE","Mauritania, Islamic Republic of","Vulnerability score, Food","Annual","Units","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Vulnerability; Adaptation; Readiness; Resilience","English","2026-07-10T18:00:56.194184600Z","2026-07-10T18:00:56.250519100Z","","","Public (Unrestricted)","","Public or Unrestricted","","ND-GAIN.https://gain.nd.edu/our-work/country-index/download-data/; Findex - The Global Findex Database 2021. https://www.worldbank.org/en/publication/globalfindex; Worldwide Governance Indicators. https://info.worldbank.org/governance/wgi/; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. IMF-Adapted ND-GAIN Index,  https://data.imf.org/en/datasets/IMF.STA:NDGAIN. Accessed on [current date].","","","0.607969095","0.609167011","0.588371616","0.591168022","0.586296457","0.584001843","0.595911799","0.61498892","0.617369601","0.617369601"
"IMF.STA:NDGAIN(1.0.1)","MCO.VSI_NUM.A","OBS_VALUE","Monaco","Vulnerability score, Infrastructure","Annual","Units","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Vulnerability; Adaptation; Readiness; Resilience","English","2026-07-10T18:00:56.194184600Z","2026-07-10T18:00:56.250519100Z","","","Public (Unrestricted)","","Public or Unrestricted","","ND-GAIN.https://gain.nd.edu/our-work/country-index/download-data/; Findex - The Global Findex Database 2021. https://www.worldbank.org/en/publication/globalfindex; Worldwide Governance Indicators. https://info.worldbank.org/governance/wgi/; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. IMF-Adapted ND-GAIN Index,  https://data.imf.org/en/datasets/IMF.STA:NDGAIN. Accessed on [current date].","","","0.247870537","0.247870537","0.247870537","0.247870537","0.247870537","0.247870537","0.247870537","0.247870537","0.247870537","0.247870537"
"IMF.STA:NDGAIN(1.0.1)","MDA.VSC_NUM.A","OBS_VALUE","Moldova, Republic of","Vulnerability score, Capacity","Annual","Units","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Vulnerability; Adaptation; Readiness; Resilience","English","2026-07-10T18:00:56.194184600Z","2026-07-10T18:00:56.250519100Z","","","Public (Unrestricted)","","Public or Unrestricted","","ND-GAIN.https://gain.nd.edu/our-work/country-index/download-data/; Findex - The Global Findex Database 2021. https://www.worldbank.org/en/publication/globalfindex; Worldwide Governance Indicators. https://info.worldbank.org/governance/wgi/; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. IMF-Adapted ND-GAIN Index,  https://data.imf.org/en/datasets/IMF.STA:NDGAIN. Accessed on [current date].","","","0.492686848","0.490460594","0.494886069","0.49772843","0.501863537","0.49663539","0.495319494","0.497255859","0.497255859","0.497255859"
"IMF.STA:NDGAIN(1.0.1)","MRT.VSS_NUM.A","OBS_VALUE","Mauritania, Islamic Republic of","Vulnerability score, Sensitivity","Annual","Units","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Vulnerability; Adaptation; Readiness; Resilience","English","2026-07-10T18:00:56.194184600Z","2026-07-10T18:00:56.250519100Z","","","Public (Unrestricted)","","Public or Unrestricted","","ND-GAIN.https://gain.nd.edu/our-work/country-index/download-data/; Findex - The Global Findex Database 2021. https://www.worldbank.org/en/publication/globalfindex; Worldwide Governance Indicators. https://info.worldbank.org/governance/wgi/; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. IMF-Adapted ND-GAIN Index,  https://data.imf.org/en/datasets/IMF.STA:NDGAIN. Accessed on [current date].","","","0.575052389","0.563137442","0.577898696","0.576617984","0.578446432","0.597214125","0.606739686","0.626898863","0.6281329","0.6281329"
"IMF.STA:NDGAIN(1.0.1)","MUS.VSC_NUM.A","OBS_VALUE","Mauritius","Vulnerability score, Capacity","Annual","Units","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Vulnerability; Adaptation; Readiness; Resilience","English","2026-07-10T18:00:56.194184600Z","2026-07-10T18:00:56.250519100Z","","","Public (Unrestricted)","","Public or Unrestricted","","ND-GAIN.https://gain.nd.edu/our-work/country-index/download-data/; Findex - The Global Findex Database 2021. https://www.worldbank.org/en/publication/globalfindex; Worldwide Governance Indicators. https://info.worldbank.org/governance/wgi/; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. IMF-Adapted ND-GAIN Index,  https://data.imf.org/en/datasets/IMF.STA:NDGAIN. Accessed on [current date].","","","0.532337569","0.518197567","0.51893932","0.524610867","0.523028663","0.441902582","0.441023225","0.447095551","0.447095551","0.447095551"
"IMF.STA:NDGAIN(1.0.1)","MHL.VSL_NUM.A","OBS_VALUE","Marshall Islands, Republic of the","Vulnerability score, Heath","Annual","Units","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Vulnerability; Adaptation; Readiness; Resilience","English","2026-07-10T18:00:56.194184600Z","2026-07-10T18:00:56.250519100Z","","","Public (Unrestricted)","","Public or Unrestricted","","ND-GAIN.https://gain.nd.edu/our-work/country-index/download-data/; Findex - The Global Findex Database 2021. https://www.worldbank.org/en/publication/globalfindex; Worldwide Governance Indicators. https://info.worldbank.org/governance/wgi/; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. IMF-Adapted ND-GAIN Index,  https://data.imf.org/en/datasets/IMF.STA:NDGAIN. Accessed on [current date].","","","0.655209654","0.655209654","0.655209654","0.649908188","0.649908188","0.649908188","0.649908188","0.649908188","0.649908188","0.649908188"
"IMF.STA:NDGAIN(1.0.1)","MLT.VSV_NUM.A","OBS_VALUE","Malta","Vulnerability score","Annual","Units","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Vulnerability; Adaptation; Readiness; Resilience","English","2026-07-10T18:00:56.194184600Z","2026-07-10T18:00:56.250519100Z","","","Public (Unrestricted)","","Public or Unrestricted","","ND-GAIN.https://gain.nd.edu/our-work/country-index/download-data/; Findex - The Global Findex Database 2021. https://www.worldbank.org/en/publication/globalfindex; Worldwide Governance Indicators. https://info.worldbank.org/governance/wgi/; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. IMF-Adapted ND-GAIN Index,  https://data.imf.org/en/datasets/IMF.STA:NDGAIN. Accessed on [current date].","","","0.326316113","0.328527095","0.332432346","0.333565672","0.331423846","0.325657098","0.321663439","0.318458677","0.31971901","0.31971901"
"IMF.STA:NDGAIN(1.0.1)","MLI.VSE_NUM.A","OBS_VALUE","Mali","Vulnerability score, Ecosystems","Annual","Units","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Vulnerability; Adaptation; Readiness; Resilience","English","2026-07-10T18:00:56.194184600Z","2026-07-10T18:00:56.250519100Z","","","Public (Unrestricted)","","Public or Unrestricted","","ND-GAIN.https://gain.nd.edu/our-work/country-index/download-data/; Findex - The Global Findex Database 2021. https://www.worldbank.org/en/publication/globalfindex; Worldwide Governance Indicators. https://info.worldbank.org/governance/wgi/; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. IMF-Adapted ND-GAIN Index,  https://data.imf.org/en/datasets/IMF.STA:NDGAIN. Accessed on [current date].","","","0.516143588","0.515964256","0.515964256","0.515964256","0.515886944","0.515809632","0.513653557","0.512372129","0.512372129","0.512372129"
"IMF.STA:NDGAIN(1.0.1)","MLT.VSI_NUM.A","OBS_VALUE","Malta","Vulnerability score, Infrastructure","Annual","Units","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Vulnerability; Adaptation; Readiness; Resilience","English","2026-07-10T18:00:56.194184600Z","2026-07-10T18:00:56.250519100Z","","","Public (Unrestricted)","","Public or Unrestricted","","ND-GAIN.https://gain.nd.edu/our-work/country-index/download-data/; Findex - The Global Findex Database 2021. https://www.worldbank.org/en/publication/globalfindex; Worldwide Governance Indicators. https://info.worldbank.org/governance/wgi/; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. IMF-Adapted ND-GAIN Index,  https://data.imf.org/en/datasets/IMF.STA:NDGAIN. Accessed on [current date].","","","0.427944888","0.427944888","0.427944888","0.427944888","0.427944888","0.427944888","0.427944888","0.427944888","0.427944888","0.427944888"
"IMF.STA:NDGAIN(1.0.1)","MHL.RSS_NUM.A","OBS_VALUE","Marshall Islands, Republic of the","Readiness score, Social","Annual","Units","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Vulnerability; Adaptation; Readiness; Resilience","English","2026-07-10T18:00:56.194184600Z","2026-07-10T18:00:56.250519100Z","","","Public (Unrestricted)","","Public or Unrestricted","","ND-GAIN.https://gain.nd.edu/our-work/country-index/download-data/; Findex - The Global Findex Database 2021. https://www.worldbank.org/en/publication/globalfindex; Worldwide Governance Indicators. https://info.worldbank.org/governance/wgi/; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. IMF-Adapted ND-GAIN Index,  https://data.imf.org/en/datasets/IMF.STA:NDGAIN. Accessed on [current date].","","","0.192087723","0.204969445","0.216526272","0.224880868","0.233825616","0.247863886","0.262598963","0.271401679","0.272151679","0.272151679"
"IMF.STA:NDGAIN(1.0.1)","MHL.RS_NUM.A","OBS_VALUE","Marshall Islands, Republic of the","IMF-Adapted Readiness score","Annual","Units","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Vulnerability; Adaptation; Readiness; Resilience","English","2026-07-10T18:00:56.194184600Z","2026-07-10T18:00:56.250519100Z","","","Public (Unrestricted)","","Public or Unrestricted","","ND-GAIN.https://gain.nd.edu/our-work/country-index/download-data/; Findex - The Global Findex Database 2021. https://www.worldbank.org/en/publication/globalfindex; Worldwide Governance Indicators. https://info.worldbank.org/governance/wgi/; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. IMF-Adapted ND-GAIN Index,  https://data.imf.org/en/datasets/IMF.STA:NDGAIN. Accessed on [current date].","","","0.383989505","0.390458766","0.400170493","0.393528579","0.405459566","0.42120794","0.427861929","0.438312426","0.440216854","0.430943724"
"IMF.STA:NDGAIN(1.0.1)","MEX.RS_NUM.A","OBS_VALUE","Mexico","IMF-Adapted Readiness score","Annual","Units","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Vulnerability; Adaptation; Readiness; Resilience","English","2026-07-10T18:00:56.194184600Z","2026-07-10T18:00:56.250519100Z","","","Public (Unrestricted)","","Public or Unrestricted","","ND-GAIN.https://gain.nd.edu/our-work/country-index/download-data/; Findex - The Global Findex Database 2021. https://www.worldbank.org/en/publication/globalfindex; Worldwide Governance Indicators. https://info.worldbank.org/governance/wgi/; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. IMF-Adapted ND-GAIN Index,  https://data.imf.org/en/datasets/IMF.STA:NDGAIN. Accessed on [current date].","","","0.393690166","0.390415451","0.373094225","0.377286235","0.381188253","0.385748668","0.383932006","0.388377436","0.383709577","0.371421827"
"IMF.STA:NDGAIN(1.0.1)","MEX.VSC_NUM.A","OBS_VALUE","Mexico","Vulnerability score, Capacity","Annual","Units","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Vulnerability; Adaptation; Readiness; Resilience","English","2026-07-10T18:00:56.194184600Z","2026-07-10T18:00:56.250519100Z","","","Public (Unrestricted)","","Public or Unrestricted","","ND-GAIN.https://gain.nd.edu/our-work/country-index/download-data/; Findex - The Global Findex Database 2021. https://www.worldbank.org/en/publication/globalfindex; Worldwide Governance Indicators. https://info.worldbank.org/governance/wgi/; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. IMF-Adapted ND-GAIN Index,  https://data.imf.org/en/datasets/IMF.STA:NDGAIN. Accessed on [current date].","","","0.471847725","0.471224933","0.468593384","0.464394931","0.468214208","0.466624062","0.466485446","0.475059662","0.475059662","0.475059662"
"IMF.STA:NDGAIN(1.0.1)","MUS.VSX_NUM.A","OBS_VALUE","Mauritius","Vulnerability score, Exposure","Annual","Units","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Vulnerability; Adaptation; Readiness; Resilience","English","2026-07-10T18:00:56.194184600Z","2026-07-10T18:00:56.250519100Z","","","Public (Unrestricted)","","Public or Unrestricted","","ND-GAIN.https://gain.nd.edu/our-work/country-index/download-data/; Findex - The Global Findex Database 2021. https://www.worldbank.org/en/publication/globalfindex; Worldwide Governance Indicators. https://info.worldbank.org/governance/wgi/; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. IMF-Adapted ND-GAIN Index,  https://data.imf.org/en/datasets/IMF.STA:NDGAIN. Accessed on [current date].","","","0.484726712","0.484726712","0.484726712","0.484726712","0.484726712","0.484726712","0.484726712","0.484726712","0.484726712","0.484726712"
"IMF.STA:NDGAIN(1.0.1)","FSM.RSE_NUM.A","OBS_VALUE","Micronesia, Federated States of","Readiness score, IMF-Adapted Economic","Annual","Units","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Vulnerability; Adaptation; Readiness; Resilience","English","2026-07-10T18:00:56.194184600Z","2026-07-10T18:00:56.250519100Z","","","Public (Unrestricted)","","Public or Unrestricted","","ND-GAIN.https://gain.nd.edu/our-work/country-index/download-data/; Findex - The Global Findex Database 2021. https://www.worldbank.org/en/publication/globalfindex; Worldwide Governance Indicators. https://info.worldbank.org/governance/wgi/; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. IMF-Adapted ND-GAIN Index,  https://data.imf.org/en/datasets/IMF.STA:NDGAIN. Accessed on [current date].","","","0.457171806","0.457326221","0.51118866","0.511463968","0.496077341","0.526620929","0.52707575","0.47705015","0.477247089","0.45504402"
"IMF.STA:NDGAIN(1.0.1)","MRT.RSG_NUM.A","OBS_VALUE","Mauritania, Islamic Republic of","Readiness score, Governance","Annual","Units","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Vulnerability; Adaptation; Readiness; Resilience","English","2026-07-10T18:00:56.194184600Z","2026-07-10T18:00:56.250519100Z","","","Public (Unrestricted)","","Public or Unrestricted","","ND-GAIN.https://gain.nd.edu/our-work/country-index/download-data/; Findex - The Global Findex Database 2021. https://www.worldbank.org/en/publication/globalfindex; Worldwide Governance Indicators. https://info.worldbank.org/governance/wgi/; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. IMF-Adapted ND-GAIN Index,  https://data.imf.org/en/datasets/IMF.STA:NDGAIN. Accessed on [current date].","","","0.331830567","0.350442851","0.359716022","0.350680742","0.357293666","0.351192857","0.342756033","0.350133658","0.352460705","0.352460705"
"IMF.STA:NDGAIN(1.0.1)","MLI.RSE_NUM.A","OBS_VALUE","Mali","Readiness score, IMF-Adapted Economic","Annual","Units","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Vulnerability; Adaptation; Readiness; Resilience","English","2026-07-10T18:00:56.194184600Z","2026-07-10T18:00:56.250519100Z","","","Public (Unrestricted)","","Public or Unrestricted","","ND-GAIN.https://gain.nd.edu/our-work/country-index/download-data/; Findex - The Global Findex Database 2021. https://www.worldbank.org/en/publication/globalfindex; Worldwide Governance Indicators. https://info.worldbank.org/governance/wgi/; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. IMF-Adapted ND-GAIN Index,  https://data.imf.org/en/datasets/IMF.STA:NDGAIN. Accessed on [current date].","","","0.292873678","0.321313263","0.355159682","0.357740704","0.359277857","0.370707192","0.378631893","0.367357452","0.356643943","0.341353968"
"IMF.STA:NDGAIN(1.0.1)","MDV.RSE_NUM.A","OBS_VALUE","Maldives","Readiness score, IMF-Adapted Economic","Annual","Units","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Vulnerability; Adaptation; Readiness; Resilience","English","2026-07-10T18:00:56.194184600Z","2026-07-10T18:00:56.250519100Z","","","Public (Unrestricted)","","Public or Unrestricted","","ND-GAIN.https://gain.nd.edu/our-work/country-index/download-data/; Findex - The Global Findex Database 2021. https://www.worldbank.org/en/publication/globalfindex; Worldwide Governance Indicators. https://info.worldbank.org/governance/wgi/; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. IMF-Adapted ND-GAIN Index,  https://data.imf.org/en/datasets/IMF.STA:NDGAIN. Accessed on [current date].","","","0.480675716","0.498994735","0.472113679","0.472251333","0.507119154","0.495471515","0.522605091","0.481879728","0.481978186","0.481874023"
"IMF.STA:NDGAIN(1.0.1)","MDA.VSH_NUM.A","OBS_VALUE","Moldova, Republic of","Vulnerability score, Habitat","Annual","Units","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Vulnerability; Adaptation; Readiness; Resilience","English","2026-07-10T18:00:56.194184600Z","2026-07-10T18:00:56.250519100Z","","","Public (Unrestricted)","","Public or Unrestricted","","ND-GAIN.https://gain.nd.edu/our-work/country-index/download-data/; Findex - The Global Findex Database 2021. https://www.worldbank.org/en/publication/globalfindex; Worldwide Governance Indicators. https://info.worldbank.org/governance/wgi/; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. IMF-Adapted ND-GAIN Index,  https://data.imf.org/en/datasets/IMF.STA:NDGAIN. Accessed on [current date].","","","0.419389034","0.428268061","0.439518921","0.450251403","0.454993086","0.45946293","0.463377721","0.466743431","0.468556005","0.468556005"
